USA;Illinois;Monmouth;;Monmouth College;
USA;Illinois;Chicago;;Moody Bible Institute;
USA;Illinois;Lombard;National University of Health Sciences;;
USA;Illinois;Elgin;National-Louis University ;;
USA;Illinois;Naperville;;North Central Collge;
USA;Illinois;Chicago;North Park University ;;
USA;Illinois;Chicago;Northeastern Illinois University ;;
USA;Illinois;Lombard;Northern Baptist Theological Seminary ;;
USA;Illinois;Dekalb;Northern Illinois University;;
USA;Illinois;Evanston;Northwestern University ;;
USA;Illinois;Bourbonnais;Olivet Nazarene University;;
USA;Illinois;Elsah;;Principia College;
USA;Illinois;Quincy;Quincy University;;
USA;Illinois;Orland Park;;Robert Morris College;
USA;Illinois;Rockford;;Rockford College;
USA;Illinois;Chicago;Roosvelt University ;;
USA;Illinois;North Chicago;Rosalind Franklin University of Medicine & Science;;
USA;Illinois;Chicago;Rush University ;;
USA;Illinois;Rockford;;Saint Athony College of Nursing;
USA;Illinois;Chicago;;Saint Augustine College;
USA;Illinois;Peoria;;Saint Francis Medical Center College of Nursing;
USA;Illinois;Springfield;;Saint John's College;
USA;Illinois;Chicago;Saint Xavier University ;;
USA;Illinois;Chicago;;School of the Art Institute of Chicago;
USA;Illinois;Evanston;;Seabury-Weastern Theological Seminary;
USA;Illinois;Waukegan;; Shimer College;
USA;Illinois;Carbondale;Southern Illinois Univversity Systems;;
USA;Illinois;Carbondale;Southern Illinois University Carbondale;;
USA;Illinois;Edwardsville;Southern Illinois University Edwardsville;;
USA;Illinois;Chicago;;Spertus Institute of Jewish Studies ;
USA;Illinois;Palos Heights;;Trinity Christian College;
USA;Illinois;Rock Island;;Trinity College of Nursing & Health Sciences ;
USA;Illinois;Bannockburn;Trinity International University ;;
USA;Illinois;Chicago;University of Chicago ;;
USA;Illinois;Urbana;University of Illinois System;;
USA;Illinois;Chicago;University of Illinois at Chicago;;
USA;Illinois;Springfield;University of Illinois at Springfield;;
USA;Illinois;;University of Illinois at Urbana-Champaign;;
