Country;State/Province;City;University;College;Web Site;;
USA;Missouri;St Louis;;Aquinas Institute of Theology ;;;Aquinas Institute of Theology
USA;Missouri;Springfield;;Assemblies of God Theological Seminary ;;;Assemblies of God Theological Seminary
USA;Missouri;Kansas;Avila University ;;;;Avila University
USA;Missouri;Springfield;;Baptist Bible College;;;Baptist Bible College
USA;Missouri;Kansas ;;Calvary Bible College & Theological Seminary ;;;Calvary Bible College & Theological Seminary
USA;Missouri;Springfield;;Central Bible College;;;Central Bible College
USA;Missouri;Moberly;;Central Christian College of Bible;;;Central Christian College of the Bible
USA;Missouri;Fayette;Central Methodist University ;;;;Central Methodist University
USA;Missouri;St Louis;;Chamberlian College of Nursing;;;Chamberlain College of Nursing
USA;Missouri;Point Lookout;;College of the Ozarks ;;;College of the Ozarks
USA;Missouri;Rolla;;Columbia College ;;;Columbia College
USA;Missouri;Conception;;Conseption Seminary College;;;Conception Seminary College
USA;Missouri;St Louis;;Concordia Seminary-Saint Louis;;;Concordia Seminary-Saint Louis
USA;Missouri;St. Louis;;Covenant Theological Seminary;;;Covenant Theological Seminary
USA;Missouri;Springfield;;Cox College of Nursing & Health Sciences;;;Cox College of Nursing & Health Sciences
USA;Missouri;Canton;;Culver-Stockton College;;;Culver-Stockton College
USA;Missouri;Kansas ;DeVry university-Kansas City;;;;DeVry University-Kansas City
USA;Missouri;Springfield;Drury University ;;;;Drury University
USA;Missouri;Webster Groves;;Eden  Theological Seminary ;;;Eden Theological Seminary
USA;Missouri;Springfield;Evangel University ;;;;Evangel University
USA;Missouri;Clayton;Fontbonne University ;;;;Fontbonne University
USA;Missouri;Springfield;;Forest Institute of Professional Psychology;;;Forest Institute of Professional Psychology
USA;Missouri;Saint Louis;;Goldfarb School of Nursing at Barnes-Jewish College;;;Goldfarb School of Nursing at Barnes-Jewish College
USA;Missouri;Hannibal;;Hannibal-Lagrange College;;;Hannibal-Lagrange College
USA;Missouri;St Louis;;Harris-Stowe State University ;;;Harris-Stowe State University
USA;Missouri;Kansas ;;Kansas City Art Institute;;;Kansas City Art Institute
USA;Missouri;Kansas ;Kansas City University of Medicine & Biosciences;;;;Kansas City University of Medicine & Biosciences
USA;Missouri;St Louis;;Kenrick-Glennon Seminary ;;;Kenrick-Glennon Seminary
USA;Missouri;Jefferson ;Lincoln University ;;;;Lincoln University
USA;Missouri;St Charles;Lindenwood University ;;;;Lindenwood University
USA;Missouri;Chesterfield;Logan University;;;;Logan University
USA;Missouri;Fenton;Maryville University of Saint Louis;;;;Maryville University of Saint Louis
USA;Missouri;Kansas ;;Midwestern Baptist Theological Seminary ;;;Midwestern Baptist Theological Seminary
USA;Missouri;Creve Coeur;Missouri Baptist University ;;;;Missouri Baptist University
USA;Missouri;Joplin;Missouri Southern State University ;;;;Missouri Southern State University
USA;Missouri;Springfield;Missouri State University ;;;;Missouri State University
USA;Missouri;Marshall;;Missouri Valley College;;;Missouri Valley College
USA;Missouri;St Joseph;Missouri Western State University ;;;;Missouri Western State University
USA;Missouri;Maryville;Northwest Missouri State University ;;;;Northwest Missouri State University
USA;Missouri;Joplin;;Ozark Christian College;;;Ozark Christian College
USA;Missouri;Parkville;Park University ;;;;Park University
USA;Missouri;Kansas ;;Research College of Nursing ;;;Research College of Nursing
USA;Missouri;Kansas ;Rockhurst University ;;;;Rockhurst University
USA;Missouri;St Louis;;Saint Louis College of Pharmacy;;;Saint Louis College of Pharmacy
USA;Missouri;St Louis;Saint Louis University ;;;;Saint Louis University
USA;Missouri;Kansas ;;Saint Luke's College;;;Saint Luke's College
USA;Missouri;Kansas ;;Saint Paul School of Theology ;;;Saint Paul School of Theology
USA;Missouri;Cape Girardeau;Southeast Missouri State University ;;;;Southeast Missouri State University
USA;Missouri;Bolivar;Southwest Baptist University ;;;;Southwest Baptist University
USA;Missouri;Columbia;;Stephens College;;;Stephens College
USA;Missouri;Kirksville;Truman State University ;;;;Truman State University
USA;Missouri;Warrensburg;University of Central Missouri ;;;;University of Central Missouri
USA;Missouri;Columbia;University of Missouri System ;;;;University of Missouri System
USA;Missouri;Columbia;University of Missouri Columbia ;;;;Columbia
USA;Missouri;Kansas ;University of Missouri Kansas City;;;;Kansas City
USA;Missouri;Rolla;Missouri University of Science & Technology;;;;Missouri University of Science & Technology
USA;Missouri;St Louis;University of Missouri Saint Louis;;;;Saint Louis
USA;Missouri;St Louis;Washington University in Saint Louis ;;;;Washington University in Saint Louis
USA;Missouri;Webster Groves;Webster University;;;;Webster University
USA;Missouri;Fulton;;Westminster College;;;Westminster College
USA;Missouri;Liberty;;William Jewell College;;;William Jewell College
USA;Missouri;Fulton;William Woods University ;;;;William Woods University
USA;New Hampshire;Keene;;Antioch New England;;;Antioch New England
USA;New Hampshire;Chester;;Chester College of New England;;;Chester College of New England
USA;New Hampshire;New London;;Coldy-Sawyer College;;;Colby-Sawyer College
USA;New Hampshire;Nashua;;Daniel Webster College;;;Daniel Webster College
USA;New Hampshire;Hanover;;Dartmounth College;;;Dartmouth College
USA;New Hampshire;Manchester;Franklin Pierce University ;;;;Franklin Pierce University
USA;New Hampshire;Concord;;Franklin Pierce Law Center ;;;Franklin Pierce Law Center
USA;New Hampshire;Concord;;Granite State College;;;Granite State College
USA;New Hampshire;Keene;;Keene State College;;;Keene State College
USA;New Hampshire;Henniker;;New England College;;;New England College
USA;New Hampshire;Plymouth;;Plymounth State College;;;Plymouth State College
USA;New Hampshire;Nashua;;River College;;;Rivier College
USA;New Hampshire;Manchester;;Saint Anselm College;;;Saint Anselm College
USA;New Hampshire;Manchester;Southern New Hampshire University ;;;;Southern New Hampshire University
USA;New Hampshire;Manchester;;The Thomas More College of Liberal Arts ;;;The Thomas More College of Liberal Arts
USA;New Hampshire;Durham;University of New Hampshire ;;;;University of New Hampshire
USA;New Hampshire;Manchester;University of New Hampshire at Manchester;;;;University of New Hampshire at Manchester
USA;Nevada;Ely;;Great Basin College;;;Great Basin College
USA;Nevada;Incline Village;;Sierra Nevada College;;;Sierra Nevada College
USA;Nevada;Las Vegas;University of Nevada-Las Vegas;;;;University of Nevada-Las Vegas
USA;Nevada;Reno;University of Nevada-Reno;;;;University of Nevada-Reno
USA;New Mexico;Santa Fe;;College of Santa Fe;;;College of Santa Fe
USA;New Mexico;Portales;Eastern New  Mexico University ;;;;Eastern New Mexico University
USA;New Mexico;Santa Fe;;Institute of American Indian Arts;;;Institute of American Indian Arts
USA;New Mexico;Socorro;;New Mexico Institute of Mining & Technology ;;;New Mexico Institute of Mining & Technology
USA;New Mexico;Rio Rancho;New Mexico Highland University ;;;;New Mexico Highlands University
USA;New Mexico;Albuquerque;New Mexico State University ;;;;New Mexico State University
USA;New Mexico;Santa Fe;;Saint John's College-Santa Fe;;;Saint John's College-Santa Fe
USA;New Mexico;Santa Fe;;Southwestern College;;;Southwestern College
USA;New Mexico;Santa Fe;University Of New Mexico ;;;;University of New Mexico
USA;New Mexico;Hobbs;University of the Southwest;;;;University of the Southwest
USA;New Mexico;Silver ;Western New Mexico University;;;;Western New Mexico University
USA;New Jersey;Woodbridge;;Berkeley College;;;Berkeley College
USA;New Jersey;Bloomfield;;Bloomfield College;;;Bloomfield College
USA;New Jersey;Caldwell;;Caldwell College;;;Caldwell College
USA;New Jersey;Hackettstown;;Centenary College  ;;;Centenary College
USA;New Jersey;Trenton;;The College of New Jersey;;;The College of New Jersey
USA;New Jersey;Morristown;;College of Saint Elizabeth ;;;College of Saint Elizabeth
USA;New Jersey;Madison;Drew University ;;;;Drew University
USA;New Jersey;Madison;Fairleigh Dickinson University;;;;Fairleigh Dickinson University
USA;New Jersey;Lodi;;Felician College;;;Felician College
USA;New Jersey;Lakewood;;Goergian Court College;;;Georgian Court College
USA;New Jersey;Union;Kean University ;;;;Kean University
USA;New Jersey;West Long Branch;Monmouth University ;;;;Monmouth University
USA;New Jersey;Montclair;Montclair State University ;;;;Montclair State University
USA;New Jersey;Jersey ;New Jersey City University ;;;;New Jersey City University
USA;New Jersey;Newark;;New Jersey Institute of Technology;;;New Jersey Institute of Technology
USA;New Jersey;Princeton;Princeton University ;;;;Princeton University
USA;New Jersey;Mahwah;;Ramapo College;;;Ramapo College
USA;New Jersey;Pomona;;Richard Stockton College of New Jersey;;;Richard Stockton College of New Jersey
USA;New Jersey;;Rider University ;;;;Rider University
USA;New Jersey;Glassboro;Rowan University ;;;;Rowan University
USA;New Jersey;Camden;Rurgers University;;http://www.rutgers.edu/;;Rutgers University
USA;New Jersey;Camden;Rurgers University Camden ;;;;Camden
USA;New Jersey;New Bruswick/Piscataway;Rurgers University New Bruswick/Piscataway;;;;New Brunswick/Piscataway
USA;New Jersey;Newark;Rurgers University Newark;;;;Newark
USA;New Jersey;Jersey ;;Saint Peter's College;;;Saint Peter's College
USA;New Jersey;South Orange;Seton Hall University ;;;;Seton Hall University
USA;New Jersey;Hoboken;;Stevens Institute of Technology ;;;Stevens Institute of Technology
USA;New Jersey;Trenton;;Thomas Edison State College;;;Thomas Edison State College
USA;New Jersey;Edison;University of Medicine & Dentistry of New Jersey;;;;University of Medicine & Dentistry of New Jersey
USA;New Jersey;Wayne;William Paterson University ;;;;William Paterson University
USA;Michigan;Adrian;;Adrian College;;;Adrian College
USA;Michigan;Albion;;Albion College;;;Albion College
USA;Michigan;Alma;;Alma College;;;Alma College
USA;Michigan;Berrien Springs;Andrews University ;;;;Andrews University
USA;Michigan;Grand Rapids;;Aquinas College;;;Aquinas College
USA;Michigan;Owosso;;Baker College;;;Baker College
USA;Michigan;Grand Rapids;;Calvin College;;;Calvin College
USA;Michigan;Mount Pleasant;Central Michigan University ;;;;Central Michigan University
USA;Michigan;Howell;Cleary University ;;;;Cleary University
USA;Michigan;Detroit;;College of Creative Studies ;;;College for Creative Studies
USA;Michigan;Ann Arbor;;Concodia College-Ann Arbor ;;;Concordia College-Ann Arbor
USA;Michigan;Grand Rapids;Cornerstone University ;;;;Cornerstone University
USA;Michigan;Bloomfield Hills;;Cranbrook Academy of Art ;;;Cranbrook Academy of Art
USA;Michigan;Grand Rapids;Davenport University ;;;;Davenport University
USA;Michigan;Ypsilanti;Eastern Michigan University ;;;;Eastern Michigan University
USA;Michigan;Big Rapids;Ferris State University ;;;;Ferris State University
USA;Michigan;Grand Rapids;;Kendall College of Art & Design ;;;Kendall College of Art & Design
USA;Michigan;Hancock;Finlandia University ;;;;Finlandia University
USA;Michigan;Wyoming;;Grace Bible College ;;;Grace Bible College
USA;Michigan;Grand Rapids;Grand Valley State University ;;;;Grand Valley State University
USA;Michigan;Lansing;;Great Lakes Christian College ;;;Great Lakes Christian College
USA;Michigan;Hillsdale;;Hillsdale  College;;;Hillsdale College
USA;Michigan;Holland;;Hope College;;;Hope College
USA;Michigan;Kalamazoo;;Kalamazoo College;;;Kalamazoo College
USA;Michigan;Flint;Kettering University ;;;;Kettering University
USA;Michigan;Grand Rapids;;Kuyper College;;;Kuyper College
USA;Michigan;Sault Ste Marie;Lake Superior State University ;;;;Lake Superior State University
USA;Michigan;Southfield;Lawrence Technological University ;;;;Lawrence Technological University
USA;Michigan;Livonia;Madonna University ;;;;Madonna University
USA;Michigan;Detroit;;Marygrove College;;;Marygrove College
USA;Michigan;Farmington Hills;;Michigan School of Professional Psychology ;;;Michigan School of Professional Psychology
USA;Michigan;East Lansing;Nmichigan State University ;;;;Michigan State University
USA;Michigan;Greenville;Michigan Technological University;;;;Michigan Technological University
USA;Michigan;Battle Creek;;Miller College;;;Miller College
USA;Michigan;Marquette;Northern Michigan University ;;;;Northern Michigan University
USA;Michigan;Cedar Hill;Northwood University ;;;;Northwood University
USA;Michigan;Rochester;Oakland University ;;;;Oakland University
USA;Michigan;Olivet;;Olivet College ;;;Olivet College
USA;Michigan;????///////;;Rochester College;;;Rochester College
USA;Michigan;Detroit;;Sacred Heart Major Seminary ;;;Sacred Heart Major Seminary
USA;Michigan;Chesterfield;Saginaw Valley State University ;;;;Saginaw Valley State University
USA;Michigan;Adrian;Siena Heighs University ;;;;Siena Heights University
USA;Michigan;Lambertville;Spring Arbor University ;;;;Spring Arbor University
USA;Michigan;Grand Rapids;;Thomas M. Cooley Law School;;;Thomas M. Cooley Law School
USA;Michigan;Detroit;University of Detroit Mercy ;;;;University of Detroit Mercy
USA;Michigan;Chelsea;University of Michigan System;;;;University of Michigan System
USA;Michigan;Ann Arbor;University of Michigan Ann Arbor;;;;Ann Arbor
USA;Michigan;Dearborn;University of Michigan Dearborn;;;;Dearborn
USA;Michigan;Flint;University of Michigan Flint;;;;Flint
USA;Michigan;Troy;;Walsh College;;;Walsh College
USA;Michigan;Detroit;Wayne State University ;;;;Wayne State University
USA;Michigan;Detroit;Western Michigan University ;;;;Western Michigan University
USA;Mississippi;Raymond;Alcorn State University ;;;;Alcorn State University
USA;Mississippi;Jackson;;Belhaven College;;;Belhaven College
USA;Mississippi;Blue Mountain;;Blue Mountain College ;;;Blue Mountain College
USA;Mississippi;Cleveland;Delta State University ;;;;Delta State University
USA;Mississippi;Jackson;Jackson State University ;;;;Jackson State University
USA;Mississippi;Kosciusko;;Magnolia Bible College;;;Magnolia Bible College
USA;Mississippi;Jackson;;Millsaps College;;;Millsaps College
USA;Mississippi;Clinton;;Mississippi College;;;Mississippi College
USA;Mississippi;Miss State;Mississippi State University;;;;Mississippi State University
USA;Mississippi;Columbus;Mississippi University for Women;;;;Mississippi University for Women
USA;Mississippi;Greenwood;Mississippi Valley State University ;;;;Mississippi Valley State University
USA;Mississippi;Holly Springs;;Rust College;;;Rust College
USA;Mississippi;Tougaloo;;Tougaloo College;;;Tougaloo College
USA;Mississippi;University;University of Mississippi ;;;;University of Mississippi
USA;Mississippi;Jackson;University of Mississippi Medical Center ;;;;University of Mississippi Medical Center
USA;Mississippi;Hattiesburg;University of southernMississippi;;;;University of Southern Mississippi
USA;Mississippi;Gulfport;;William Carey College;;;William Carey College
USA;Montana;Helena;;Carroll College;;;Carroll College
USA;Montana;Bozeman;Montana State University ;;;;Montana State University System
USA;Montana;Billings;Montana State University Billings ;;;;Billings
USA;Montana;;Montana State University Bozeman;;;;Bozeman
USA;Montana;Havre;Montana State University Northern;;;;Northern
USA;Montana;Billings;;Rocky Mountain College  ;;;Rocky Mountain College
USA;Montana;Pablo;;Salish Kootenai College;;;Salish Kootenai College
USA;Montana;Great Falls;University of Great Falls ;;;;University of Great Falls
USA;Montana;Missoula;University of Montana System ;;;;University of Montana System
USA;Montana;Butte;University of Montana, Montana Tech;;;;Montana Tech
USA;Montana;Missoula;University of Montana-Missoula;;;;University of Montana-Missoula
USA;Montana;Dillon;University of Montana-Western;;;;University of Montana-Western
USA;Nebraska;Bellevue;Bellevue University ;;;;Bellevue University
USA;Nebraska;Chadron;;Chadron State College;;;Chadron State College
USA;Nebraska;Omaha;;Clarkson College;;;Clarkson College
USA;Nebraska;Omaha;;College of Saint Mary ;;;College of Saint Mary
USA;Nebraska;Seward;Concordia University-Nebraska;;;;Concordia University-Nebraska
USA;Nebraska;Omaha;Creighton University ;;;;Creighton University
USA;Nebraska;Blair;;Dana College;;;Dana College
USA;Nebraska;Crete;;Doane College;;;Doane College
USA;Nebraska;Omaha;Grace University ;;;;Grace University
USA;Nebraska;Hastings;;Hastings College;;;Hastings College
USA;Nebraska;Fremont;;Midland Lutheran College;;;Midland Lutheran College
USA;Nebraska;Norfolk;;Nebraska Christian College;;;Nebraska Christian College
USA;Nebraska;Omaha;;Nebraska Methodist College;;;Nebraska Methodist College
USA;Nebraska;Lincoln;Nebraska Wesleyan University ;;;;Nebraska Wesleyan University
USA;Nebraska;Peru;;Peru State College;;;Peru State College
USA;Nebraska;Lincoln;;Union College;;;Union College
USA;Nebraska;Lincoln;University of Nebraska System ;;;;University of Nebraska System
USA;Nebraska;Kearney;University of Nebraska Kearney;;;;Kearney
USA;Nebraska;Lincoln;University of Nebraska Lincoln;;;;Lincoln
USA;Nebraska;Omaha;University of Nebraska Medical Center ;;;;Medical Center
USA;Nebraska;Omaha;University of Nebraska Omaha;;;;Omaha
USA;Nebraska;Wayne;;Wayne State College;;;Wayne State College
USA;Nebraska;York;;York College;;;York College
USA;North Carolina;Boone;Appalachian State University ;;;;Appalachian State University
USA;North Carolina;Wilson;;Barton College;;;Barton College
USA;North Carolina;;;Belmont Abbey College;;;Belmont Abbey College
USA;North Carolina;Greensboro;;Bennett College;;;Bennett College
USA;North Carolina;Brevard;;Brevard College;;;Brevard College
USA;North Carolina;Concord;;Cabarrus College of Health Sciences;;;Cabarrus College of Health Sciences
USA;North Carolina;Buies Creek;Campbell University ;;;;Campbell University
USA;North Carolina;Salisbury;;Catawba College;;;Catawba College
USA;North Carolina;Murfreesboro;;Chowan College ;;;Chowan College
USA;North Carolina;Davidson;;Davidson  College ;;;Davidson College
USA;North Carolina;Durham;Duke University ;;;;Duke University
USA;North Carolina;Greenville;East Carolina University ;;;;East Carolina University
USA;North Carolina;Elizabeth ;Elizabeth City State University ;;;;Elizabeth City State University
USA;North Carolina;;Elon University;;;;Elon University
USA;North Carolina;Fayetteville;Fayetteville State University ;;;;Fayetteville State University
USA;North Carolina;Boiling Springs;Gardner-Webb University ;;;;Gardner-Webb University
USA;North Carolina;Greensboro;;Greensboro College;;;Greensboro College
USA;North Carolina;;;Guilford College;;;Guilford College
USA;North Carolina;High Point;High Point University;;;;High Point University
USA;North Carolina;Charlotte;Johnson C. Smith University ;;;;Johnson C. Smith University
USA;North Carolina;Dobson;;Lees-McRae College;;;Lees-McRae College
USA;North Carolina;Hickory;;Lenoir-Rhyne College;;;Lenoir-Rhyne College
USA;North Carolina;;;Livingstone College;;;Livingstone College
USA;North Carolina;;;Louisburg College;;;Louisburg College
USA;North Carolina;;;Mars Hill College;;;Mars Hill College
USA;North Carolina;;;Meredith College;;;Meredith College
USA;North Carolina;;Methodist University ;;;;Methodist University
USA;North Carolina;;;Montreat College;;;Montreat College
USA;North Carolina;;;Mount Olive College;;;Mount Olive College
USA;North Carolina;;North Carolina Central University ;;;;North Carolina Central University
USA;North Carolina;;North Carolina A&T State University ;;;;North Carolina A&T State University
USA;North Carolina;;;North Carolina School pf the Arts;;;North Carolina School of the Arts
USA;North Carolina;;North Carolina State University ;;;;North Carolina State University
USA;North Carolina;;;North Carolina Wesleyan College;;;North Carolina Wesleyan College
USA;North Carolina;;;Peace College;;;Peace College
USA;North Carolina;;Pfeiffer University;;;;Pfeiffer University
USA;North Carolina;;;Piedmont Baptist College;;;Piedmont Baptist College
USA;North Carolina;;Queens University of Charlotte;;;;Queens University of Charlotte
USA;North Carolina;;;Roanoke Bible College;;;Roanoke Bible College
USA;North Carolina;;;Saint Andrews Presbyterian College;;;Saint Andrews Presbyterian College
USA;North Carolina;;;Saint Augustine's College;;;Saint Augustine's College
USA;North Carolina;;;Salem College;;;Salem College
USA;North Carolina;;Shaw University ;;;;Shaw University
USA;North Carolina;;;Southeastern Baptist Theological Seminary ;;;Southeastern Baptist Theological Seminary
USA;North Carolina;;University of North Carolina System ;;;;University of North Carolina System
USA;North Carolina;;University of North Carolina Asheville;;;;Asheville
USA;North Carolina;;University of North Carolina Chapel Hill;;;;Chapel Hill
USA;North Carolina;;University of North Carolina Charlotte;;;;Charlotte
USA;North Carolina;;University of North Carolina Greensboro;;;;Greensboro
USA;North Carolina;;University of North Carolina Pembrole;;;;Pembroke
USA;North Carolina;;University of North Carolina Wilmington;;;;Wilmington
USA;North Carolina;;Wake Forest University ;;;;Wake Forest University
USA;North Carolina;;;Warren Wilson College;;;Warren Wilson College
USA;North Carolina;;Western Carolina Univesity ;;;;Western Carolina University
USA;North Carolina;;Wingate University ;;;;Wingate University
USA;North Carolina;;Winston-Salem State University;;;;Winston-Salem State University
USA;New York;;Adelphi University ;;;;Adelphi University
USA;New York;;;Albany College of Pharmacy ;;;Albany College of Pharmacy
USA;New York;;;Albany Medical College;;;Albany Medical College
USA;New York;;Alfred University ;;;;Alfred University
USA;New York;;;Bank Street College of Education;;;Bank Street College of Education
USA;New York;;;Bard College;;;Bard College
USA;New York;;;Barnard College ;;;Barnard College
USA;New York;;;Boricua College ;;;Boricua College
USA;New York;;;Briarcliffe College ;;;Briarcliffe College
USA;New York;;;Canisius  College;;;Canisius College
USA;New York;;;Cazenovia College;;;Cazenovia College
USA;New York;;;Christ the King Seminary ;;;Christ the King Seminary
USA;New York;;City University of New York System;;;;City University of New York System
USA;New York;;;Baruch College;;;Baruch College
USA;New York;;;Brooklyn College ;;;Brooklyn College
USA;New York;;;City College;;;City College
USA;New York;;;College of State Island;;;College of Staten Island
USA;New York;;;Graduate School & University Center;;;Graduate School & University Center
USA;New York;;;Hunter College;;;Hunter College
USA;New York;;;John Jay College pf Criminal Justice ;;;John Jay College of Criminal Justice
USA;New York;;;Lehman College;;;Lehman College
USA;New York;;;Medger Evers College;;;Medger Evers College
USA;New York;;;New York City College of Technology ;;;New York City College of Technology
USA;New York;;;Queens College;;;Queens College
USA;New York;;;York College;;;York College
USA;New York;;Clarkson University ;;;;Clarkson University
USA;New York;;Colgate University ;;;;Colgate University
USA;New York;;;College of Mount Saint Vincent ;;;College of Mount Saint Vincent
USA;New York;;;College of New Rochelle;;;College of New Rochelle
USA;New York;;;College of Saint Rose;;;College of Saint Rose
USA;New York;;Columbia University ;;;;Columbia University
USA;New York;;;Concordia College-Bronxville;;;Concordia College-Bronxville
USA;New York;;;The Cooper Union for the Advancement of Science & Art;;;The Cooper Union for the Advancement of Science & Art
USA;New York;;Cornel University ;;;;Cornell University
USA;New York;;;Culinary Institute of America ;;;Culinary Institute of America
USA;New York;;;Daemen College;;;Daemen College
USA;New York;;;Davis College;;;Davis College
USA;New York;;;Dominican College;;;Dominican College
USA;New York;;;Dowling College;;;Dowling College
USA;New York;;;D'Youville College;;;D´Youville College
USA;New York;;;Elmira Collge;;;Elmira College
USA;New York;;;Excelsior College;;;Excelsior College
USA;New York;;;Five Towns College;;;Five Towns College
USA;New York;;Fordham University ;;;;Fordham University
USA;New York;;;Hamilton College;;;Hamilton College
USA;New York;;;Hartwick College;;;Hartwick College
USA;New York;;;Hebrew Union College-Jewish Institute of Religion;;;Hebrew Union College-Jewish Institute of Religion
USA;New York;;;Hilbert College;;;Hilbert College
USA;New York;;;Hobart and William Smith College;;;Hobart and William Smith Colleges
USA;New York;;Hofstra University ;;;;Hofstra University
USA;New York;;;Houghton College;;;Houghton College
USA;New York;;;Iona College;;;Iona College
USA;New York;;;Ithaca College;;;Ithaca College
USA;New York;;;The Jewish Theological Seminary of America;;;The Jewish Theological Seminary of America
USA;New York;;;The Julliard School;;;The Juilliard School
USA;New York;;;Keuka College;;;Keuka College
USA;New York;;;Le Moyne College;;;Le Moyne College
USA;New York;;;Laboratory Institute of Merchandising  ;;;Laboratory Institute of Merchandising
USA;New York;;Long Island University;;;;Long Island University
USA;New York;;Long Island University Arnold & Marie Schwartz College of Pharmacy & Health ;;;;Arnold & Marie Schwartz College of Pharmacy & Health Sciences
USA;New York;;Long Island University Brentwood Campus ;;;;Brentwood Campus
USA;New York;;Long Island University Brooklyn Campus;;;;Brooklyn Campus
USA;New York;;Long Island University C.W. Post campus;;;;C.W. Post Campus
USA;New York;;Long Island University Rockland Graduate Campus ;;;;Rockland Graduate Campus
USA;New York;;Long Island University Southampton Graduate Campus;;;;Southampton Graduate Campus
USA;New York;;Long Island University Westchester Graduate Campus;;;;Westchester Graduate Campus
USA;New York;;;Manhattan College;;;Manhattan College
USA;New York;;;Manhattan School of Music;;;Manhattan School of Music
USA;New York;;;Manhattanville College;;;Manhattanville College
USA;New York;;;Marist College;;;Marist College
USA;New York;;;Marymount Manhattan College;;;Marymount Manhattan College
USA;New York;;;Medaille College;;;Medaille College
USA;New York;;;Mery College;;;Mercy College
USA;New York;;;Metropolitan College of New York ;;;Metropolitan College of New York
USA;New York;;;Molloy College;;;Molloy College
USA;New York;;;Monroe College;;;Monroe College
USA;New York;;;Mount Saint Mary College;;;Mount Saint Mary College
USA;New York;;;Nezareth College;;;Nazareth College
USA;New York;;;The New School;;;The New School
USA;New York;;;New York Chiropractic College;;;New York Chiropractic College
USA;New York;;;New York College of Podiatric Medicine;;;New York College of Podiatric Medicine
USA;New York;;;New york Institute of Technology;;;New York Institute of Technology
USA;New York;;;New York Mesical College ;;;New York Medical College
USA;New York;;New York University ;;;;New York University
USA;New York;;Niagara University ;;;;Niagara University
USA;New York;;;Nyack College;;;Nyack College
USA;New York;;Pace University ;;;;Pace University
USA;New York;;;Parsons School of Design ;;;Parsons School of Design
USA;New York;;;Paul Smith's College;;;Paul Smith's College
USA;New York;;Polytechnic University of New York ;;;;Polytechnic University of New York
USA;New York;;;Pratt Institute ;;;Pratt Institute
USA;New York;;;Rensselaer Polytechnic Institute;;;Rensselaer Polytechnic Institute
USA;New York;;;Roberts Wesleyan College;;;Roberts Wesleyan College
USA;New York;;;Rochester Institute of Technology ;;;Rochester Institute of Technology
USA;New York;;The Rockefeller University;;;;The Rockefeller University
USA;New York;;;The Sage Colleges;;;The Sage Colleges
USA;New York;;Saint Bonaventure University ;;;;Saint Bonaventure University
USA;New York;;;Saint Francis College;;;Saint Francis College
USA;New York;;;Saint John Fisher College;;;Saint John Fisher College
USA;New York;;Saint John's University;;;;Saint John's University
USA;New York;;;Saint Jeseph's College ;;;Saint Joseph's College
USA;New York;;Saint Lawrence University ;;;;Saint Lawrence University
USA;New York;;;Saint Thomas Aquinas College;;;Saint Thomas Aquinas College
USA;New York;;;Sarah Lawrence College;;;Sarah Lawrence College
USA;New York;;;School of Visual Arts;;;School of Visual Arts
USA;New York;;;Siena College;;;Siena College
USA;New York;;;Skidmore College;;;Skidmore College
USA;New York;;State University of New York Systems;;;;State University of New York System
USA;New York;;State University of New York Albany;;;;Albany
USA;New York;;State University of New York Binghamton ;;;;Binghamton
USA;New York;;State University of New York Buffalo ;;;;Buffalo
USA;New York;;State University of New York Stony Brook;;;;Stony Brook
USA;New York;;;College ar Brockport;;;College at Brockport
USA;New York;;;College ar Buffalo (Buffalo State College);;;College at Buffalo (Buffalo State College)
USA;New York;;;College at Cortland;;;College at Cortland
USA;New York;;;College at Fredonia ;;;College at Fredonia
USA;New York;;;College at Geneseo ;;;College at Geneseo
USA;New York;;;College at New Paltz;;;College at New Paltz
USA;New York;;;College at Old Westbury;;;College at Old Westbury
USA;New York;;;College at Oneonta;;;College at Oneonta
USA;New York;;;College at Oswego;;;College at Oswego
USA;New York;;;College at Plattsburgh;;;College at Plattsburgh
USA;New York;;;College at Potsdam;;;College at Potsdam
USA;New York;;;College at Purchase;;;College at Purchase
USA;New York;;;College of Agriculture & Technology at Cobleskill;;;College of Agriculture & Technology at Cobleskill
USA;New York;;;College of Agriculture & Technology at Morrisville (Morrisville State College);;;College of Agriculture & Technology at Morrisville (Morrisville State College)
USA;New York;;;College of Environmental Science & Forestry;;;College of Environmental Science & Forestry
USA;New York;;;College of Optometry;;;College of Optometry
USA;New York;;;College of Technology at Alfred (Alfred State University);;;College of Technology at Alfred (Alfred State University)
USA;New York;;;College of Technology at Canton ;;;College of Technology at Canton
USA;New York;;;College of Thecnology at Delhi;;;College of Technology at Delhi
USA;New York;;;Downstate Medical Center;;;Downstate Medical Center
USA;New York;;;Empire State College;;;Empire State College
USA;New York;;;Farmingdale State College;;;Farmingdale State College
USA;New York;;;Fashion Institute of Technology ;;;Fashion Institute of Technology
USA;New York;;;Institute of Technology at Utica/Rome;;;Institute of Technology at Utica/Rome
USA;New York;;;Maritime College at Fort Schuyler;;;Maritime College at Fort Schuyler
USA;New York;;Upstate Medical Unviersity ;;;;Upstate Medical University
USA;New York;;Syracuse University ;;;;Syracuse University
USA;New York;;Teachers College, Columbia University;;;;Teachers College, Columbia University
USA;New York;;;Touro College;;;Touro College
