Country;State/Province;City;University;College;Web Site;;
USA;Illinois;Charleston;Eastern Illinois University ;;;;Eastern Illinois University
USA;Illinois;Chicago;Ellis University ;;;;Ellis University
USA;Illinois;Elmhurst;;Elmhurst Colleg;;;Elmhurst College
USA;Illinois;Chicago;;Erikson Institute;;;Erikson Institute
USA;Illinois;Eureka;;Eureka College;;;Eureka College
USA;Illinois;Evanston;;Garret-Evangelical Theological Seminary ;;;Garrett-Evangelical Theological Seminary
USA;Illinois;University Park;Governors State University ;;;;Governors State University
USA;Illinois;Greenville;;Greenville College ;;;Greenville College
USA;Illinois;Skokie;;Hebrew Theological College ;;;Hebrew Theological College
USA;Illinois;Jacksonville;;Illinois College;;;Illinois College
USA;Illinois;Chicago;;Illinois College of Optometry;;;Illinois College of Optometry
USA;Illinois;Chicago;;Illinois Institute of Art-Chicago;;;Illinois Institute of Art-Chicago
USA;Illinois;Schaumburg;;Illinois Institute of Art-Schaumburg ;;;Illinois Institute of Art-Schaumburg
USA;Illinois;Chicago;;Illimois Institute of Technology ;;;Illinois Institute of Technology
USA;Illinois;Normal;;Illinois State University ;;;Illinois State University
USA;Illinois;Bloomington;Illinois Wesleyan University ;;;;Illinois Wesleyan University
USA;Illinois;Chicago;;Institute for Clinical Social Work ;;;Institute for Clinical Social Work
USA;Illinois;Chicago;;John Marshall Law School;;;John Marshall Law School
USA;Illinois;Elgin;Judson University ;;;;Judson University
USA;Illinois;Evanston;;Kendall College;;;Kendall College
USA;Illinois;Skokie;;Knowledge System Institute ;;;Knowledge Systems Institute
USA;Illinois;Galesburg;;Knox College;;;Knox College
USA;Illinois;Lincolnshire Woods;;Lake Forest College ;;;Lake Forest College
USA;Illinois;Lake Forest;;Lake Forest Graduate School of Management ;;;Lake Forest Graduate School of Management
USA;Illinois;Danville;;Lakeview Ocllege of Nursing ;;;Lakeview College of Nursing
USA;Illinois;Romeoville;Lewis University ;;;;Lewis University
USA;Illinois;Chicago;;Lexington College ;;;Lexington College
USA;Illinois;Lincoln;;lincoln Christian Collge & Seminary;;;Lincoln Christian College & Seminary
USA;Illinois;Lincoln;;Lincoln College;;;Lincoln College
USA;Illinois;Chicago;Loyola University Chicago;;;;Loyola University Chicago
USA;Illinois;Chicago;;Lutheran School of Theology at Chicago ;;;Lutheran School of Theology at Chicago
USA;Illinois;Jacksonville;;MacMurray Collge ;;;MacMurray College
USA;Illinois;Chicago;;McCormick Theological Seminary;;;McCormick Theological Seminary
USA;Illinois;Lebanon;McKendree University ;;;;McKendree University
USA;Illinois;Peoria;;Midstate College ;;;Midstate College
USA;Illinois;Downers Grove;Midwestern University ;;;;Midwestern University
USA;Illinois;Decatur;Millikin University ;;;;Millikin University
USA;Illinois;Monmouth;;Monmouth College;;;Monmouth College
USA;Illinois;Chicago;;Moody Bible Institute;;;Moody Bible Institute
USA;Illinois;Lombard;National University of Health Sciences;;;;National University of Health Sciences
USA;Illinois;Elgin;National-Louis University ;;;;National-Louis University
USA;Illinois;Naperville;;North Central Collge;;;North Central College
USA;Illinois;Chicago;North Park University ;;;;North Park University
USA;Illinois;Chicago;Northeastern Illinois University ;;;;Northeastern Illinois University
USA;Illinois;Lombard;Northern Baptist Theological Seminary ;;;;Northern Baptist Theological Seminary
USA;Illinois;Dekalb;Northern Illinois University;;;;Northern Illinois University
USA;Illinois;Evanston;Northwestern University ;;;;Northwestern University
USA;Illinois;Bourbonnais;Olivet Nazarene University;;;;Olivet Nazarene University
USA;Illinois;Elsah;;Principia College;;;Principia College
USA;Illinois;Quincy;Quincy University;;;;Quincy University
USA;Illinois;Orland Park;;Robert Morris College;;;Robert Morris College
USA;Illinois;Rockford;;Rockford College;;;Rockford College
USA;Illinois;Chicago;Roosvelt University ;;;;Roosevelt University
USA;Illinois;North Chicago;Rosalind Franklin University of Medicine & Science;;;;Rosalind Franklin University of Medicine & Science
USA;Illinois;Chicago;Rush University ;;;;Rush University
USA;Illinois;Rockford;;Saint Athony College of Nursing;;;Saint Anthony College of Nursing
USA;Illinois;Chicago;;Saint Augustine College;;;Saint Augustine College
USA;Illinois;Peoria;;Saint Francis Medical Center College of Nursing;;;Saint Francis Medical Center College of Nursing
USA;Illinois;Springfield;;Saint John's College;;;Saint John's College
USA;Illinois;Chicago;Saint Xavier University ;;;;Saint Xavier University
USA;Illinois;Chicago;;School of the Art Institute of Chicago;;;School of the Art Institute of Chicago
USA;Illinois;Evanston;;Seabury-Weastern Theological Seminary;;;Seabury-Western Theological Seminary
USA;Illinois;Waukegan;; Shimer College;;;Shimer College
USA;Illinois;Carbondale;Southern Illinois Univversity Systems;;;;Southern Illinois University System
USA;Illinois;Carbondale;Southern Illinois University Carbondale;;;;Carbondale
USA;Illinois;Edwardsville;Southern Illinois University Edwardsville;;;;Edwardsville
USA;Illinois;Chicago;;Spertus Institute of Jewish Studies ;;;Spertus Institute of Jewish Studies
USA;Illinois;Palos Heights;;Trinity Christian College;;;Trinity Christian College
USA;Illinois;Rock Island;;Trinity College of Nursing & Health Sciences ;;;Trinity College of Nursing & Health Sciences
USA;Illinois;Bannockburn;Trinity International University ;;;;Trinity International University
USA;Illinois;Chicago;University of Chicago ;;;;University of Chicago
USA;Illinois;Urbana;University of Illinois System;;;;University of Illinois System
USA;Illinois;Chicago;University of Illinois at Chicago;;;;Chicago
USA;Illinois;Springfield;University of Illinois at Springfield;;;;Springfield
USA;Illinois;????????????????;University of Illinois at Urbana-Champaign;;;;Urbana-Champaign
USA;Illinois;Joliet;University of Saint Francis;;;;University of Saint Francis
USA;Illinois;Chicago;;Vandercook College of Music;;;VanderCook College of Music
USA;Illinois;Oak Park;;West Suburban College of Nursing ;;;West Suburban College of Nursing
USA;Illinois;????????????;Western Illinois University ;;;;Western Illinois University
USA;Illinois;Wheaton;;Wheaton College;;;Wheaton College
USA;Iowa;Waterloo;;Allen College;;;Allen College
USA;Iowa;Clinton;Ashford University ;;;;Ashford University
USA;Iowa;Algona;Briar Cliff University ;;;;Briar Cliff University
USA;Iowa;Newton;Buena Vista University ;;;;Buena Vista University
USA;Iowa;Pella;;Central College;;;Central College
USA;Iowa;Dubuque;;Clarke College;;;Clarke College
USA;Iowa;Cedar Rapids;;Coe College;;;Coe College
USA;Iowa;Mount Vernon;;Cornell College;;;Cornell College
USA;Iowa;Des Moines;Des Moines University-Osteopathic Medical Center;;;;Des Moines University-Osteopathic Medical Center
USA;Iowa;Epworth;;Divine Word College;;;Divine Word College
USA;Iowa;Sioux Center;;Dordt College;;;Dordt College
USA;Iowa;Des Moines;Drake University ;;;;Drake University
USA;Iowa;Dubuque;;Emmaus Bible College;;;Emmaus Bible College
USA;Iowa;Ankeny;;Faith Baptist Bible College & Theological Seminary ;;;Faith Baptist Bible College & Theological Seminary
USA;Iowa;Lamoni;Graceland University;;;;Graceland University
USA;Iowa;Des Moines;Grand View University ;;;;Grand View University
USA;Iowa;Grinnell;;Grinnnell College;;;Grinnell College
USA;Iowa;Ames;Iowa State University ;;;;Iowa State University
USA;Iowa;Mt Pleasant;;Iowa Wesleyan College ;;;Iowa Wesleyan College
USA;Iowa;Omaha;Kaplan University ;;;;Kaplan University
USA;Iowa;Dubuque;;Loras College ;;;Loras College
USA;Iowa;Decorah;;Luther College ;;;Luther College
USA;Iowa;Fairfield;Maharishi University of Management ;;;;Maharishi University of Management
USA;Iowa;Des Moines;;Mercy College of Health Sciences ;;;Mercy College of Health Sciences
USA;Iowa;Sioux;;Morningside College;;;Morningside College
USA;Iowa;Cedar Rapids;;Mount Mercy College;;;Mount Mercy College
USA;Iowa;Orange;;Northwestern College;;;Northwestern College
USA;Iowa;Davenport;;Palmer College of Chiropractic;;;Palmer College of Chiropractic
USA;Iowa;Davenport;Saint Ambrose University ;;;;Saint Ambrose University
USA;Iowa;Indianola;;Simpson College ;;;Simpson College
USA;Iowa;Dubuque;University of Dubuque;;;;University of Dubuque
USA;Iowa;Iowa ;University of Iowa ;;;;University of Iowa
USA;Iowa;Cedar Falls;University of Northern Iowa;;;;University of Northern Iowa
USA;Iowa;Waterloo;Upper Iowa University ;;;;Upper Iowa University
USA;Iowa;Forest ;;Waldorf College;;;Waldorf College
USA;Iowa;Waverly;;Wartburg College;;;Wartburg College
USA;Iowa;Dubuque;;Wartburg Theological Seminary ;;;Wartburg Theological Seminary
USA;Iowa;Oskaloosa;William Penn University ;;;;William Penn University
USA;Kansas;Baldwin ;Baker University ;;;;Baker University
USA;Kansas;Atchison;;Benedictine College;;;Benedictine College
USA;Kansas;Lindsborg;;Bathany College;;;Bethany College
USA;Kansas;North Newton;;Bethel College;;;Bethel College
USA;Kansas;Shawnee;;Central Baptist Theological Seminary ;;;Central Baptist Theological Seminary
USA;Kansas;McPherson;;Central Christian College of Kansas;;;Central Christian College of Kansas
USA;Kansas;Kansas ;;Cleveland Chiropractic College;;;Cleveland Chiropractic College
USA;Kansas;??????????????;;Emmaus Bible College;;;Emporia State University
USA;Kansas;Hays;Fort Hays State University ;;;;Fort Hays State University
USA;Kansas;Wichita;Friends University ;;;;Friends University
USA;Kansas;Lawrence;Haskell Indian Nations University ;;;;Haskell Indian Nations University
USA;Kansas;Manhattan;Kansas State University;;;;Kansas State University
USA;Kansas;Salina;;Kansas State University-Salina College of Technology & Aviation ;;;Kansas State University-Salina College of Technology & Aviation
USA;Kansas;Salina;Kansas Wesleyan University ;;;;Kansas Wesleyan University
USA;Kansas;Manhattan;;Manhatten Christian College;;;Manhattan Christian College
USA;Kansas;McPherson;;McPherson College;;;McPherson College
USA;Kansas;Olathe;;MidAmerica Nazarene College;;;MidAmerica Nazarene College
USA;Kansas;Wichita;Newman University ;;;;Newman University
USA;Kansas;Ottawa;Ottawa University;;;;Ottawa University
USA;Kansas;Pittsburg;Pittsburg University ;;;;Pittsburg State University
USA;Kansas;Winfield;;Southwestern College;;;Southwestern College
USA;Kansas;Sterling;;Sterling College;;;Sterling College
USA;Kansas;Hillsboro;;Tabor College;;;Tabor College
USA;Kansas;Ft. Leavenworth;;United States Army Command & General Staff Collge;;;United States Army Command & General Staff College
USA;Kansas;Lawrence;University of Kansas;;;;University of Kansas
USA;Kansas;Kansas;University of Kansas Medical Center;;;;University of Kansas Medical Center
USA;Kansas;Leavenworth;University of Saint Mary;;;;University of Saint Mary
USA;Kansas;Topeka;Washburn University ;;;;Washburn University
USA;Kansas;Wichita;Wichita State University;;;;Wichita State University
USA;Kentucky;Pippa Passes;;Alice Lloyd College;;;Alice Lloyd College
USA;Kentucky;Wilmore;;Asbury College;;;Asbury College
USA;Kentucky;Wilmore;;Asbury Theological Seminary ;;;Asbury Theological Seminary
USA;Kentucky;Louisville;Bellarmine University ;;;;Bellarmine University
USA;Kentucky;Berea;;Berea College;;;Berea College
USA;Kentucky;Owensboro;Brescial University ;;;;Brescia University 
USA;Kentucky;Campbellsville;Campbellsville University;;;;Campbellsville University
USA;Kentucky;Danville;;Centre College;;;Centre College
USA;Kentucky;Pineville;;Clear Creek Baptist Bible College;;;Clear Creek Baptist Bible College
USA;Kentucky;Richmond;Eastern Kentucky University;;;;Eastern Kentucky University
USA;Kentucky;Georgetown;;Goergetown College ;;;Georgetown College
USA;Kentucky;Grayson;Kentucky Christian University ;;;;Kentucky Christian University
USA;Kentucky;Jackson;;Kentucky mountain Bible College;;;Kentucky Mountain Bible College
USA;Kentucky;Frankfort;Kentucky State University ;;;;Kentucky State University
USA;Kentucky;Owensboro;;Kentucky Wesleyan College;;;Kentucky Wesleyan College
USA;Kentucky;Lexington;;Lexinton Theological Seminary ;;;Lexington Theological Seminary
USA;Kentucky;Columbia;;Lindsey Wilson College;;;Lindsey Wilson College
USA;Kentucky;Russellville;;Mid-Continent College;;;Mid-Continent College
USA;Kentucky;Midway;;Midway College;;;Midway College
USA;Kentucky;Morehead;Morehead State University ;;;;Morehead State University
USA;Kentucky;Murray;Murry State University ;;;;Murray State University
USA;Kentucky;Highland Heights;Northern Kentucky University ;;;;Northern Kentucky University
USA;Kentucky;Pikeville;;Pikeville College;;;Pikeville College
USA;Kentucky;St Catharine;;Saint Catharine College;;;Saint Catharine College
USA;Kentucky;Louisville;;Southern Baptist Theological Seminary ;;;Southern Baptist Theological Seminary
USA;Kentucky;Louisville;Spalding University ;;;;Spalding University
USA;Kentucky;Louisville;Sullivan University ;;;;Sullivan University
USA;Kentucky;Crestview Hills;;Thomas More College;;;Thomas More College
USA;Kentucky;Lexington;Transylvania University ;;;;Transylvania University
USA;Kentucky;Barbourville;;Union College;;;Union College
USA;Kentucky;Lexington;University of Kentucky;;;;University of Kentucky
USA;Kentucky;Louisville;University of Louisville;;;;University of Louisville
USA;Kentucky;Williamsburg;University of the Cumberlands;;;;University of the Cumberlands
USA;Kentucky;Bowling Green;Western Kentucky University ;;;;Western Kentucky University
USA;Louisiana;Shreveport;;Centenary College of Louisiana;;;Centenary College of Louisiana
USA;Louisiana;New Orleans;Dillard University ;;;;Dillard University
USA;Louisiana;Grambling;Grambling State University ;;;;Grambling State University
USA;Louisiana;Pineville;;Louisiana College;;;Louisiana College
USA;Louisiana;Baton Rouge;Louisiana State University System;;;;Louisiana State University System
USA;Louisiana;Alexandria;Louisiana State University Alexandria;;;;Alexandria
USA;Louisiana;Baton Rouge;Louisiana State University Baton Rouge ;;;;Baton Rouge
USA;Louisiana;Shreveport;Louisiana State University Health Sciences Center;;;;Health Sciences Center
USA;Louisiana;Shreveport;Louisiana State University Shreveport;;;;Shreveport
USA;Louisiana;New Orleans;University of New Orleans;;;;University of New Orleans
USA;Louisiana;Ruston;Louisiana Tech University ;;;;Louisiana Tech University
USA;Louisiana;New Orleans;Loyola University New Orleans ;;;;Loyola University New Orleans
USA;Louisiana;Lake Charles;McNeese State University ;;;;McNeese State University
USA;Louisiana;Thibodaux;Nicholls State University ;;;;Nicholls State University
USA;Louisiana;New Orleans;;New Orleans Baptist Theological Seminary ;;;New Orleans Baptist Theological Seminary
USA;Louisiana;Natchitoches;Northewestern State University of Louisiana ;;;;Northwestern State University of Louisiana
USA;Louisiana;New Orleans;;Our Lady of Holy Cross College;;;Our Lady of Holy Cross College
USA;Louisiana;Baton Rouge;;Our Lady of the Lake College;;;Our Lady of the Lake College
USA;Louisiana;Hammond;Southeastern Louisiana University ;;;;Southeastern Louisiana University
USA;Louisiana;Baton Rouge;Southern University System ;;;;Southern University System
USA;Louisiana;Baton Rouge;Southern University Baton Rouge;;;;Baton Rouge
USA;Louisiana;New Orleans;Southern University New Orleans;;;;New Orleans
USA;Louisiana;New Orleans;Tulane University ;;;;Tulane University
USA;Louisiana;Baton Rouge;University of Louisiana System ;;http://www.ulsystem.net/;;University of Louisiana System
USA;Louisiana;Monroe;University of Louisiana at Monroe;;;;Monroe
USA;Louisiana;Lafayette;University of Louisiana Lafayette;;;;Lafayette
USA;Louisiana;New Orleans;Xavier University of Louisiana ;;;;Xavier University of Louisiana
USA;Maryland;Baltimore;Baltimore Hebrew University;;;;Baltimore Hebrew University
USA;Maryland;Baltimore;;Baltimore International College;;;Baltimore International College
USA;Maryland;Bowie;Bowie State University ;;;;Bowie State University
USA;Maryland;Laurel;;Capitol College;;;Capitol College
USA;Maryland;Wye Mills;;Chesapeake College;;;Chesapeake College
USA;Maryland;Baltimore;;College of Notre Dame of Maryland ;;;College of Notre Dame of Maryland
USA;Maryland;Takoma Park;;Columbia Union College;;;Columbia Union College
USA;Maryland;Baltimore;Coppin State University ;;;;Coppin State University
USA;Maryland;Baltimore;;Goucher College;;;Goucher College
USA;Maryland;Frostburg;Frostburg State University;;;;Frostburg State University
USA;Maryland;Frederick;;Hood College;;;Hood College
USA;Maryland;Baltimore;Johns Hopkins University;;;;Johns Hopkins University
USA;Maryland;Baltimore;;Loyola College;;;Loyola College
USA;Maryland;Baltimore;;Maryland Institute, College of Art;;;Maryland institute, College of Art
USA;Maryland;Westminster;;McDaniel College;;;McDaniel College
USA;Maryland;Baltimore;Morgan State University ;;;;Morgan State University
USA;Maryland;Emmitsburg;Mount Saint Mary's University ;;;;Mount Saint Mary's University
USA;Maryland;Silver Spring;;National Labor College;;;National Labor College
USA;Maryland;Annapolis;;Saint John's College-Annapolis ;;;Saint John's College-Annapolis
USA;Maryland;Maryland;;Saint John's College of Maryland;;;Saint Mary's College of Maryland
USA;Maryland;Baltimore;Saint Mary's Seminary & University;;;;Saint Mary's Seminary & University
USA;Maryland;Salisbury;Salisbury University ;;;;Salisbury University
USA;Maryland;Baltimore;;Soujourner-Douglass College;;;Soujourner-Douglass College
USA;Maryland;Laurel;;Tai Sophia Institute ;;;Tai Sophia Institute
USA;Maryland;Towson;Towson University ;;;;Towson University
USA;Maryland;Bethesda;The Uniformed Services University of the Health Sciences;;;;The Uniformed Services University of the Health Sciences
USA;Maryland;?????????????;;United States Naval Academy;;;United States Naval Academy
USA;Maryland;Baltimore;University of Baltimore ;;;;University of Baltimore
USA;Maryland;Baltimore;University of Maryland System;;;;University of Maryland System
USA;Maryland;Baltimore;University of Maryland Baltimore;;;;Baltimore
USA;Maryland;Baltimore;University of Maryland Baltimore County;;;;Baltimore County
USA;Maryland;College Park;University of Maryland College Park;;;;College Park
USA;Maryland;Princess Anne;University of Maryland Eastern Shore;;;;Eastern Shore
USA;Maryland;Baltimore;University of Maryland University College;;;;University College
USA;Maryland;Annapolis;;Washington Bible College;;;Washington Bible College
USA;Maryland;Chestertown;;Washington College;;;Washington College
USA;Maryland;Stevenson;;Villa Julie College;;;Villa Julie College
USA;Maine;Lewiston;;Bates College;;;Bates College
USA;Maine;Brunswick;;Bowdoin College;;;Bowdoin College
USA;Maine;Waterville;;Colby College;;;Colby College
USA;Maine;Bar Harbor;;College of the Atlantic;;;College of the Atlantic
USA;Maine;Bangor;;Husson College;;;Husson College
USA;Maine;Portland;;Maine College of Art ;;;Maine College of Art
USA;Maine;Castine;;Maine Maritime Academy;;;Maine Maritime Academy
USA;Maine;Maine ;;Saint Joseph's College;;;Saint Joseph's College
USA;Maine;Waterville;;Thomas College;;;Thomas College
USA;Maine;Unity;;Unity College;;;Unity College
USA;Maine;Bangor;University of Maine System;;;;University of Maine System
USA;Maine;Augusta;University of Maine at Augasta;;;;Augusta
USA;Maine;Farmington;University of Maine Farmington;;;;Farmington
USA;Maine;Fort Kent;University of Maine Fort Kent ;;;;Fort Kent
USA;Maine;Machias;University of Maine Machias;;;;Machias
USA;Maine;Orono;University of Maine Orono;;;;Orono
USA;Maine;Presque Isle;University of Maine Presque Isle;;;;Presque Isle
USA;Maine;Portland;University of Maine School of Law;;;;School of Law
USA;Maine;Portland;University of Southern Maine;;;;University of Southern Maine
USA;Maine;Portland;University of New England;;;;University of New England
USA;Massachusetts;Springfield;;American International College;;;American International College
USA;Massachusetts;Amherst;;Amherst College;;;Amherst College
USA;Massachusetts;Newton;;Andover Newton Theological School;;;Andover Newton Theological School
USA;Massachusetts;Paxton;;Anna Maria College;;;Anna Maria College
USA;Massachusetts;Worcester;;Assumption College;;;Assumption College
USA;Massachusetts;Lancaster;;Atlantic Union College;;;Atlantic Union College
USA;Massachusetts;Babson Park;;Babson College;;;Babson College
USA;Massachusetts;Longmeadow;;Bay Path College;;;Bay Path College
USA;Massachusetts;Leicester;;Becker Colleg;;;Becker College
USA;Massachusetts;Boston;;Benjamin Franklin Institute of Technikogy;;;Benjamin Franklin Institute of Technology
USA;Massachusetts;Waltham;;Bently College;;;Bentley College
USA;Massachusetts;Boston;;Berklee College of Music ;;;Berklee College of Music
USA;Massachusetts;Boston;;Boston Archtectural College;;;Boston Architectural College
USA;Massachusetts;Chestnut Hill;;Boston College;;;Boston College
USA;Massachusetts;Boston;;Boston Conservatory;;;Boston Conservatory
USA;Massachusetts;Brookline;;Boston Graduate School of Psychoanalysis;;;Boston Graduate School of Psychoanalysis
USA;Massachusetts;Boston;Boston University ;;;;Boston University
USA;Massachusetts;Waltham;Brandeis University ;;;;Brandeis University
USA;Massachusetts;Bridgewater;;Bridgewater State College;;;Bridgewater State College
USA;Massachusetts;Cambridge;;Cambridge College;;;Cambridge College 
USA;Massachusetts;Worcester;Clark University;;;;Clark University
USA;Massachusetts;Worcester;;College of the Holy Cross ;;;College of the Holy Cross
USA;Massachusetts;Worcester;;Curry College;;;Curry College
USA;Massachusetts;Quincy;;Eastern Nazarene College;;;Eastern Nazarene College
USA;Massachusetts;Chicopee;;Elms College;;;Elms College
USA;Massachusetts;Boston;;Emerson College;;;Emerson College
USA;Massachusetts;Boston;;Emmanuel College;;;Emmanuel College
USA;Massachusetts;Beverly;;Endicott College;;;Endicott College
USA;Massachusetts;Boston;;Fisher College;;;Fisher College
USA;Massachusetts;Fitchburg;;Fitchburg State College;;;Fitchburg State College
USA;Massachusetts;Framingham;;Framingham State College;;;Framingham State College
USA;Massachusetts;Wenham;;Gordon College;;;Gordon College
USA;Massachusetts;South Hamilton;;Gordon -Conwell Theological Seminary;;;Gordon-Conwell Theological Seminary
USA;Massachusetts;Amherst;;Hampshire College;;;Hampshire College
USA;Massachusetts;Petersham;Harvard University;;;;Harvard University
USA;Massachusetts;Newton;;Hebrew College;;;Hebrew College
USA;Massachusetts;Brighton;;Hult International Business School;;;Hult International Business School
USA;Massachusetts;Auburndale;;Lasell College;;;Lasell College
USA;Massachusetts;Cambridge;;Lesley College;;;Lesley College
USA;Massachusetts;Boston;;Massachusetts College of Arts;;;Massachusetts College of Art
USA;Massachusetts;North Adams;;Massachusetts College of Liberal Arts;;;Massachusetts College of Liberal Arts 
USA;Massachusetts;Boston;;Massachusetts College of Pharmacy & Health Sciences;;;Massachuetts College of Pharmacy & Health Sciences
USA;Massachusetts;Boston;;Massachusetts Institute of Technology;;;Massachusetts Institute of Technology
USA;Massachusetts;Buzzards Bay;;Massachusetts Maritime Academy;;;Massachusetts Maritime Academy
USA;Massachusetts;West Roxbury;;Massachusetts School of Professianal Psychology;;;Massachusetts School of Professional Psychology
USA;Massachusetts;Andover;;Merrimack College;;;Merrimack College
USA;Massachusetts;South Hadley;;Mount Holyoke College;;;Mount Holyoke College
USA;Massachusetts;Newton;;Mount Ida College ;;;Mount Ida College
USA;Massachusetts;Boston;;New England College of Optometry;;;New England College of Optometry
USA;Massachusetts;Boston;;New England Conservatory of Music;;;New England Conservatory of Music
USA;Massachusetts;Brookline;;Newbury College;;;Newbury College
USA;Massachusetts;Southborough;;Nichols College;;;Nichols College
USA;Massachusetts;Boston;Northeastern University ;;;;Northeastern University
USA;Massachusetts;Chestnut Hill;;Pine Manor College;;;Pine Manor College
USA;Massachusetts;Weston;;Regis College;;;Regis College
USA;Massachusetts;Salem;;Salem State College;;;Salem State College
USA;Massachusetts;Boston;;Simmonse College;;;Simmons College
USA;Massachusetts;Great Barrington;;Simon's Rock College;;;Simon's Rock College
USA;Massachusetts;Northampton;;Smith College;;;Smith College
USA;Massachusetts;Springfield;;Springfield College;;;Springfield College
USA;Massachusetts;Easton;;Stonehill College;;;Stonehill College
USA;Massachusetts;Boston;Suffolk University ;;;;Suffolk University
USA;Massachusetts;Boston;Tufts university;;;;Tufts University
USA;Massachusetts;Waltham;University of Massachusetts System;;;;University of Massachusetts System
USA;Massachusetts;Amherst;University of Massachusetts Amherst;;;;Amherst
USA;Massachusetts;Boston;University of Massachusetts Boston;;;;Boston
USA;Massachusetts;North Dartmouth;University of Massachusetts Darmouth;;;;Dartmouth
USA;Massachusetts;Lowell;University of Massachusetts Lowell;;;;Lowell
USA;Massachusetts;Worcester;University of Massachusetts Medical School at Worcester;;;;Medical School at Worcester
USA;Massachusetts;Wellesley;;Wellesley College;;;Wellesley College
USA;Massachusetts;Boston;;Wentworth Institute of Technology;;;Wentworth Institute of Technology
USA;Massachusetts;Springfield;;Western New England College;;;Western New England College
USA;Massachusetts;Springfield;;Westfield  State College;;;Westfield State College
USA;Massachusetts;Norton;;Wheaton College;;;Wheaton College
USA;Massachusetts;Boston;;Wheelock College;;;Wheelock College
USA;Massachusetts;Williamstown;;Williams College;;;Williams College
USA;Massachusetts;Worcester;;Worcester Politechnic Institute ;;;Worcester Polytechnic Institute
USA;Massachusetts;Worcester;;Worcester State College;;;Worcester State College
USA;Minnesota;Richfield;;Alfred Adler Institute;;;Alfred Adler Institute
USA;Minnesota;Minneapolis;;Augsburg College;;;Augsburg College
USA;Minnesota;Mankato;;Bethany Lutheran College;;;Bethany Lutheran College
USA;Minnesota;Saint Paul;Bethel University & Seminary;;;;Bethel University & Seminary
USA;Minnesota;Minneapolis;Capella University ;;;;Capella University
USA;Minnesota;Northfield;;Carleton College;;;Carleton College
USA;Minnesota;St. Joseph;;College of Saint Benedict;;;College of Saint Benedict
USA;Minnesota;Saint Paul;;College of Saint Catherine ;;;College of Saint Catherine
USA;Minnesota;Duluth;;College of Saint Scholastica ;;;College of Saint Scholastica
USA;Minnesota;St Paul;;College of Visual Arts ;;;College of Visual Arts 
USA;Minnesota;Moorhead;;Concordia  College-Moorhead;;;Concordia College-Moorhead
USA;Minnesota;St Paul;Concordia University-Saint Paul ;;;;Concordia University-Saint Paul
USA;Minnesota;Rochester;;Crossroads College;;;Crossroads College
USA;Minnesota;St. Bonifacius;;Crown College;;;Crown College
USA;Minnesota;Minneapolis;;Dunwoody College of Technology ;;;Dunwoody College of Technology
USA;Minnesota;Saint Peter;;Gustavus Adolphus College;;;Gustavus Adolphus College
USA;Minnesota;Saint Paul;Hamline University;;;;Hamline University
USA;Minnesota;Center City;;Hazelden Graduate School of Addiction Studies;;;Hazelden Graduate School of Addiction Studies
USA;Minnesota;St. Paul;;Luther Seminary;;;Luther Seminary
USA;Minnesota;St Paul;;Macalester College;;;Macalester College
USA;Minnesota;New Ulm;;Martin Luther College;;;Martin Luther College
USA;Minnesota;Rochester;;Mayo Clinic College of Medicine;;;Mayo Clinic College of Medicine
USA;Minnesota;St Paul;;Minnesota State College & University System;;;Minnesota State College & University System
USA;Minnesota;Bemidji;Bemidji State University ;;;;Bemidji State University
USA;Minnesota;St Paul;Metropolitan State University ;;;;Metropolitan State University
USA;Minnesota;Mankato;Minnesota State University, Mankato;;;;Minnesota State University, Mankato
USA;Minnesota;Moorhead;Minnesota State University, Moorhead;;;;Minnesota State University, Moorhead
USA;Minnesota;Marshall;Southwest Minnesota State University ;;;;Southwest Minnesota State University
USA;Minnesota;Saint Cloud;Saint Cloud State University ;;;;Saint Cloud State University
USA;Minnesota;Winona;Winona State University;;;;Winona State University
USA;Minnesota;;North Central University ;;;;
USA;Minnesota;Minneapolis;North Central University ;;;;North Central University
USA;Minnesota;Roseville;;Northwestern College;;;Northwestern College
USA;Minnesota;Bloomington;Northwestern Health Sciences University;;;;Northwestern Health Sciences University
USA;Minnesota;Bemidji;;Oak Hills Christian College;;;Oak Hills Christian College
USA;Minnesota;Owatonna;;Pillsbury  Baptist Bible College;;;Pillsbury Baptist Bible College
USA;Minnesota;Lake Elmo;;Rasmussen College;;;Rasmussen College
USA;Minnesota;Collegeville;Saint John's University;;;;Saint John's University
USA;Minnesota;Winona;Saint Mary's University of Minnesota ;;;;Saint Mary's University of Minnesota
USA;Minnesota;Northfield;;Saint Olaf College;;;Saint Olaf College
USA;Minnesota;Saint Paul;;United Theological Seminary of the Twin Cities;;;United Theological Seminary of the Twin Cities
USA;Minnesota;;University of Minnesota System;;;;University of Minnesota System
USA;Minnesota;Crookston;University of Minnesota Crookston ;;;;Crookston
USA;Minnesota;Duluth;University of Minnesota Duluth;;;;Duluth
USA;Minnesota;Morris;University of Minnesota Morris;;;;Morris
USA;Minnesota;Minneapolis;University of Minnesota Twin Cities;;;;Twin Cities
USA;Minnesota;Saint Paul;University of Saint Thomas;;;;University of Saint Thomas
USA;Minnesota;Minneapolis;Walden University;;;;Walden University
USA;Missouri;Kirksville;A.T. Still University of Health Sciences;;;;A.T. Still University of Health Sciences
